t,x,speed
41,8,40.02457
41,9,41.466476
41,10,41.689606
41,11,37.979443
41,12,33.525906
41,13,36.806114
41,14,39.26763
41,15,40.12465
41,16,44.473713
41,17,42.39555
41,18,40.22714
41,19,36.773846
41,20,42.42042
41,21,42.489708
41,22,41.291718
41,23,40.9174
41,24,40.253525
41,25,37.61228
41,26,38.32074
41,27,35.440655
41,28,36.065773
41,29,35.25412
41,30,39.554108
41,31,40.106834
41,32,46.248707
41,33,48.38184
41,34,48.06624
41,35,48.591255
41,36,51.354973
41,37,53.95083
41,38,49.912342
41,39,49.648525
41,40,48.382313
41,41,47.48288
41,42,44.387646
41,43,45.417145
41,44,47.201977
41,45,48.796
41,46,48.659405
41,47,48.532574
41,48,44.813026
41,49,44.21042
41,50,42.308647
41,51,45.571617
41,52,47.567608
41,53,46.055523
41,54,46.38259
41,55,43.138382
41,56,45.650402
41,57,43.447193
41,58,46.209843
41,59,42.974068
41,60,45.07993
41,61,46.299
41,62,47.421795
41,63,44.96028
41,64,38.970505
41,65,37.37119
41,66,38.61903
41,67,34.7285
41,68,38.80999
41,69,33.266743
41,70,36.339787
41,71,33.119923
41,72,36.832573
41,73,37.41561
41,74,39.217262
41,75,42.1784
41,76,42.935333
41,77,42.017902
41,78,40.03057
41,79,40.481987
41,80,43.827667
42,0,52.093067
42,1,42.042385
42,2,39.29218
42,3,46.22807
42,4,42.669
42,5,47.081753
42,6,43.286304
42,7,41.22776
42,8,40.405064
42,9,40.09431
42,10,42.61744
42,11,39.596245
42,12,39.50123
42,13,40.2709
42,14,44.311615
42,15,46.374477
42,16,46.51959
42,17,46.42633
42,18,45.405205
42,19,46.35409
42,20,43.894787
42,21,40.596
42,22,38.650517
42,23,40.085922
42,24,36.75975
42,25,35.985077
42,26,32.664764
42,27,32.188316
42,28,31.500792
42,29,34.752068
42,30,38.55347
42,31,39.439323
42,32,40.498936
42,33,42.602203
42,34,42.568897
42,35,42.651516
42,36,42.575134
42,37,42.94814
42,38,44.020023
42,39,42.076805
42,40,45.108017
42,41,45.53202
42,42,43.26025
42,43,42.146824
42,44,42.617615
42,45,42.596096
42,46,42.19841
42,47,42.39206
42,48,41.69224
42,49,44.548115
42,50,46.701046
42,51,47.85613
42,52,50.142593
42,53,47.333954
42,54,42.178074
42,55,43.269485
42,56,43.20245
42,57,43.44422
42,58,45.325012
42,59,42.773952
42,60,41.639503
42,61,43.821224
42,62,44.936256
42,63,38.449787
42,64,39.324905
42,65,36.753933
42,66,40.700195
42,67,36.280445
42,68,35.23331
42,69,35.385826
42,70,38.21819
42,71,38.39417
42,72,40.196762
42,73,45.195625
42,74,40.14066
42,75,42.45501
42,76,42.848488
42,77,40.97671
42,78,37.49075
42,79,36.84712
42,80,36.36712
43,0,119.944
43,1,43.98746
43,2,40.720276
43,3,43.58644
43,4,49.699745
43,5,40.64996
43,6,45.77071
43,7,52.664196
43,8,37.1844
43,9,50.020557
43,10,48.25085
43,11,54.43818
43,12,46.665142
43,13,47.953712
43,14,50.96032
43,15,51.128586
43,16,51.18419
43,17,46.364433
43,18,44.05588
43,19,42.320168
43,20,44.929295
43,21,40.708473
43,22,37.195595
43,23,34.622643
43,24,36.23236
43,25,36.427216
43,26,40.091812
43,27,40.088787
43,28,41.72806
43,29,41.186863
43,30,40.99889
43,31,40.975445
43,32,45.87679
43,33,48.033676
43,34,48.082664
43,35,46.122303
43,36,42.037224
43,37,42.041435
43,38,43.34349
43,39,42.990726
43,40,42.783222
43,41,43.70757
43,42,39.92734
43,43,39.810947
43,44,40.728405
43,45,39.74757
43,46,38.172382
43,47,37.72521
43,48,36.26886
43,49,35.451187
43,50,36.712296
43,51,40.85678
43,52,42.559547
43,53,38.891113
43,54,37.683086
43,55,36.269157
43,56,36.165028
43,57,35.78813
43,58,35.76177
43,59,37.55565
43,60,35.555294
43,61,36.746143
43,62,35.598503
43,63,32.404167
43,64,31.74833
43,65,33.04682
43,66,34.232536
43,67,38.03315
43,68,34.964176
43,69,40.787804
43,70,37.611942
43,71,39.203274
43,72,37.60912
43,73,36.913677
43,74,40.062
43,75,42.94132
43,76,42.01327
43,77,39.304665
43,78,38.110577
43,79,37.638138
43,80,37.044598
44,0,63.345333
44,1,35.56105
44,2,31.082773
44,3,31.97274
44,4,35.56981
44,5,39.336517
44,6,45.996155
44,7,46.969753
44,8,40.649685
44,9,49.771503
44,10,48.767513
44,11,46.55371
44,12,47.39507
44,13,50.019375
44,14,48.661163
44,15,46.482483
44,16,45.78057
44,17,47.943703
44,18,38.054886
44,19,40.45581
44,20,38.344765
44,21,42.278404
44,22,40.78747
44,23,42.224274
44,24,37.955326
44,25,40.6336
44,26,43.675117
44,27,46.596725
44,28,42.449078
44,29,43.768295
44,30,45.500305
44,31,45.21226
44,32,46.88265
44,33,47.428078
44,34,45.057644
44,35,43.528275
44,36,45.733368
44,37,44.597065
44,38,46.63312
44,39,46.750095
44,40,45.54966
44,41,45.120335
44,42,42.9798
44,43,42.692833
44,44,40.556515
44,45,40.355164
44,46,40.478447
44,47,39.483704
44,48,39.42653
44,49,36.387825
44,50,36.951397
44,51,41.51676
44,52,42.867733
44,53,38.74021
44,54,43.064224
44,55,35.989647
44,56,35.071384
44,57,31.431446
44,58,26.348135
44,59,26.85638
44,60,28.591902
44,61,34.037777
44,62,27.654741
44,63,28.703016
44,64,29.738562
44,65,30.434177
44,66,30.71544
44,67,32.791
44,68,33.525066
44,69,33.23354
44,70,34.894024
44,71,33.773293
44,72,31.383596
44,73,30.090597
44,74,30.62049
44,75,33.6612
44,76,33.493717
44,77,34.958366
44,78,34.333538
44,79,32.019802
44,80,32.726933
45,0,64.76591
45,1,41.892494
45,2,42.38968
45,3,45.860188
45,4,46.951607
45,5,47.94894
45,6,50.422108
45,7,54.45455
45,8,57.973457
45,9,49.37262
45,10,48.089024
45,11,47.587563
45,12,46.001568
45,13,44.643093
45,14,41.01143
45,15,43.729546
45,16,46.513958
45,17,40.281662
45,18,36.20457
45,19,35.979744
45,20,38.901966
45,21,39.05463
45,22,40.961285
45,23,39.889435
45,24,41.288837
45,25,42.56616
45,26,43.194084
45,27,44.330097
45,28,43.601173
45,29,40.068
45,30,42.779194
45,31,41.599556
45,32,39.916
45,33,41.91562
45,34,42.570187
45,35,39.4615
45,36,40.757446
45,37,40.149513
45,38,41.069317
45,39,41.036167
45,40,43.181984
45,41,43.223316
45,42,42.709507
45,43,41.143238
45,44,37.96506
45,45,37.805725
45,46,37.55178
45,47,37.223534
45,48,35.4847
45,49,36.535793
45,50,37.7685
45,51,38.18874
45,52,37.916153
45,53,37.62716
45,54,29.390642
45,55,44.059612
45,56,30.169931
45,57,35.63735
45,58,34.030964
45,59,35.72316
45,60,36.785576
45,61,44.123806
45,62,43.85755
45,63,36.375404
45,64,37.487614
45,65,40.361916
45,66,39.699734
45,67,34.358524
45,68,33.599213
45,69,30.268627
45,70,31.306248
45,71,31.718668
45,72,30.498959
45,73,29.749317
45,74,28.600979
45,75,27.580318
45,76,28.370222
45,77,30.006723
45,78,28.423805
45,79,29.643333
45,80,28.50826
46,0,88.79933
46,1,46.117542
46,2,45.0626
46,3,45.933067
46,4,46.505554
46,5,44.732548
46,6,46.360695
46,7,51.755795
46,8,52.089386
46,9,55.24902
46,10,51.269165
46,11,46.331535
46,12,43.479095
46,13,39.127342
46,14,43.07672
46,15,39.548847
46,16,38.735645
46,17,41.305042
46,18,42.481026
46,19,43.371147
46,20,44.505917
46,21,45.172997
46,22,43.275024
46,23,43.41592
46,24,40.94997
46,25,42.263508
46,26,39.357777
46,27,39.567883
46,28,35.873486
46,29,26.576889
46,30,31.986603
46,31,36.387844
46,32,39.048462
46,33,39.190033
46,34,37.559868
46,35,35.600132
46,36,37.604343
46,37,35.869724
46,38,36.857334
46,39,36.447384
46,40,33.970577
46,41,30.001253
46,42,29.082132
46,43,29.236115
46,44,34.70413
46,45,30.980217
46,46,31.024313
46,47,38.280163
46,48,39.247818
46,49,36.369713
46,50,33.828575
46,51,31.333517
46,52,30.945278
46,53,32.519028
46,54,33.20856
46,55,34.847706
46,56,39.417645
46,57,35.575493
46,58,39.124165
46,59,43.046482
46,60,42.320473
46,61,44.752277
46,62,42.936565
46,63,36.839928
46,64,40.06217
46,65,41.25673
46,66,41.743374
46,67,42.03315
46,68,38.24319
46,69,39.633667
46,70,35.823742
46,71,33.621628
46,72,33.082047
46,73,35.61907
46,74,36.249256
46,75,31.831148
46,76,36.505333
46,77,32.495117
46,78,29.871206
46,79,33.410324
46,80,36.10971
47,0,51.18457
47,1,57.8451
47,2,56.781418
47,3,56.97651
47,4,56.11112
47,5,57.406185
47,6,57.308952
47,7,60.764
47,8,63.29425
47,9,59.38289
47,10,60.68682
47,11,53.414394
47,12,50.07156
47,13,48.44258
47,14,44.801296
47,15,44.243942
47,16,40.694134
47,17,39.79178
47,18,40.898
47,19,37.799667
47,20,39.97012
47,21,40.49729
47,22,42.045666
47,23,39.704666
47,24,38.520954
47,25,31.68968
47,26,31.62244
47,27,31.108463
47,28,29.666214
47,29,25.970615
47,30,20.713846
47,31,28.481316
47,32,33.628147
47,33,38.25344
47,34,35.153275
47,35,36.190613
47,36,34.623238
47,37,35.986763
47,38,35.469265
47,39,35.57896
47,40,37.920555
47,41,37.296112
47,42,36.27712
47,43,30.424133
47,44,32.40991
47,45,34.85266
47,46,36.027817
47,47,30.67249
47,48,31.617144
47,49,34.573174
47,50,37.041504
47,51,42.845394
47,52,35.555668
47,53,34.03452
47,54,33.183743
47,55,33.741516
47,56,34.16995
47,57,34.408512
47,58,34.847824
47,59,34.716164
47,60,39.073856
47,61,42.398666
47,62,44.822067
47,63,37.68188
47,64,34.942516
47,65,35.362625
47,66,41.03874
47,67,37.453663
47,68,38.440815
47,69,35.586666
47,70,31.67666
47,71,35.789944
47,72,31.816387
47,73,40.524
47,74,39.367725
47,75,40.144196
47,76,44.136562
47,77,41.496334
47,78,41.984108
47,79,37.882717
47,80,42.77988
48,0,36.769333
48,1,41.961044
48,2,45.699623
48,3,50.77298
48,4,53.1697
48,5,52.48479
48,6,53.831467
48,7,57.52985
48,8,57.05019
48,9,57.683254
48,10,60.541904
48,11,58.930668
48,12,53.390034
48,13,54.15515
48,14,52.009335
48,15,52.82838
48,16,51.65099
48,17,50.330845
48,18,46.77109
48,19,47.325333
48,20,48.148483
48,21,41.239704
48,22,36.06548
48,23,41.843494
48,24,35.369038
48,25,34.93181
48,26,30.375097
48,27,29.884989
48,28,30.715227
48,29,24.773
48,30,27.064592
48,31,30.954294
48,32,33.64858
48,33,33.074768
48,34,33.221035
48,35,33.98343
48,36,36.736057
48,37,40.86851
48,38,36.26929
48,39,36.4107
48,40,35.503178
48,41,41.97459
48,42,38.2404
48,43,40.641815
48,44,41.660137
48,45,39.698627
48,46,39.363297
48,47,38.473446
48,48,37.78182
48,49,38.189503
48,50,39.795464
48,51,41.48517
48,52,42.16463
48,53,40.61477
48,54,39.185757
48,55,37.384426
48,56,36.78775
48,57,34.67833
48,58,32.4868
48,59,31.77618
48,60,32.00425
48,61,37.654884
48,62,38.504646
48,63,29.667955
48,64,31.4985
48,65,29.160515
48,66,26.018236
48,67,27.990385
48,68,29.55461
48,69,33.535954
48,70,37.723286
48,71,32.964672
48,72,40.67157
48,73,39.71978
48,74,42.692486
48,75,42.78511
48,76,44.027092
48,77,42.454132
48,78,44.1209
48,79,43.02186
48,80,44.390064
49,0,56.065777
49,1,63.591
49,2,61.08473
49,3,66.2756
49,4,61.398335
49,5,57.674908
49,6,64.0464
49,7,61.158737
49,8,58.160805
49,9,55.771465
49,10,60.816578
49,11,52.908535
49,12,48.7791
49,13,45.436077
49,14,47.429478
49,15,48.37898
49,16,47.80377
49,17,43.032734
49,18,44.75298
49,19,40.333145
49,20,30.996471
49,21,49.438732
49,22,30.028673
49,23,38.392345
49,24,37.871998
49,25,39.48171
49,26,38.67739
49,27,39.460033
49,28,38.972076
49,29,40.499985
49,30,37.709503
49,31,35.137177
49,32,32.200726
49,33,35.309425
49,34,31.098581
49,35,36.383224
49,36,39.93948
49,37,39.633366
49,38,39.333744
49,39,40.143032
49,40,42.43742
49,41,43.221863
49,42,43.553097
49,43,42.41239
49,44,42.72005
49,45,43.914734
49,46,37.85655
49,47,41.808895
49,48,36.499832
49,49,33.2523
49,50,32.537315
49,51,31.642845
49,52,32.87872
49,53,31.19465
49,54,33.205166
49,55,33.849472
49,56,31.749783
49,57,31.903063
49,58,30.65119
49,59,31.119146
49,60,33.326527
49,61,39.89095
49,62,32.48679
49,63,40.5325
49,64,33.69341
49,65,34.477062
49,66,36.462578
49,67,36.27112
49,68,40.04999
49,69,38.005318
49,70,42.8779
49,71,42.22472
49,72,39.626514
49,73,44.9328
49,74,45.309227
49,75,48.14706
49,76,49.859333
49,77,46.81004
49,78,42.56
49,79,42.488342
49,80,41.394222
50,0,67.987335
50,1,51.742485
50,2,51.55402
50,3,53.52882
50,4,59.662205
50,5,58.24651
50,6,62.838795
50,7,60.296867
50,8,62.113335
50,9,65.79943
50,10,69.672844
50,11,66.41456
50,12,53.757168
50,13,51.663124
50,14,52.941616
50,15,49.094097
50,16,48.352165
50,17,47.94652
50,18,45.695538
50,19,45.36435
50,20,47.07831
50,21,43.570477
50,22,43.375237
50,23,38.67423
50,24,35.863155
50,25,31.048
50,26,32.836834
50,27,35.241623
50,28,37.108883
50,29,35.418484
50,30,32.51905
50,31,29.853596
50,32,33.92713
50,33,34.57439
50,34,36.391567
50,35,38.324593
50,36,38.315933
50,37,41.04663
50,38,41.730904
50,39,42.398037
50,40,46.435043
50,41,43.18953
50,42,42.95611
50,43,46.602097
50,44,43.208817
50,45,37.610706
50,46,35.666363
50,47,33.36828
50,48,36.24635
50,49,36.660625
50,50,33.392334
50,51,36.308002
50,52,34.339962
50,53,29.237434
50,54,29.305235
50,55,31.55514
50,56,33.396904
50,57,27.624462
50,58,25.686415
50,59,24.828411
50,60,38.458
50,61,37.76305
50,62,37.84343
50,63,33.567856
50,64,38.95209
50,65,36.525085
50,66,38.962
50,67,38.52849
50,68,38.211952
50,69,38.6183
50,70,40.68883
50,71,44.35725
50,72,45.501198
50,73,44.572834
50,74,44.95424
50,75,48.205723
50,76,50.598324
50,77,48.343246
50,78,48.295826
50,79,47.6222
50,80,49.524097
51,0,51.327045
51,1,54.548
51,2,55.303417
51,3,49.46279
51,4,57.700294
51,5,57.0469
51,6,56.90251
51,7,62.29232
51,8,62.312267
51,9,59.567787
51,10,61.44613
51,11,62.285095
51,12,52.697014
51,13,48.35036
51,14,46.922195
51,15,45.6944
51,16,45.89905
51,17,48.79855
51,18,45.60896
51,19,43.764675
51,20,45.00971
51,21,47.874763
51,22,42.93516
51,23,42.937332
51,24,43.536335
51,25,43.670086
51,26,39.086937
51,27,36.997868
51,28,33.84512
51,29,33.98511
51,30,34.27671
51,31,34.293243
51,32,34.19264
51,33,37.264725
51,34,35.158733
51,35,35.01901
51,36,36.338615
51,37,33.936306
51,38,37.706833
51,39,36.788834
51,40,34.99024
51,41,37.473194
51,42,38.3842
51,43,36.72705
51,44,37.542778
51,45,38.58135
51,46,33.475277
51,47,28.764477
51,48,29.258078
51,49,38.24058
51,50,34.73523
51,51,42.18133
51,52,42.10474
51,53,42.61028
51,54,41.580387
51,55,34.44404
51,56,32.498123
51,57,35.133133
51,58,37.87813
51,59,36.573418
51,60,43.355595
51,61,48.618492
51,62,52.812645
51,63,52.976227
51,64,44.509617
51,65,48.119728
51,66,51.673187
51,67,49.243633
51,68,48.608685
51,69,48.391556
51,70,46.29617
51,71,49.098938
51,72,46.921223
51,73,48.98328
51,74,49.532547
51,75,49.62387
51,76,50.959625
51,77,49.61113
51,78,46.75105
51,79,43.22645
51,80,45.919163
52,0,61.034595
52,1,52.57552
52,2,49.561924
52,3,52.890995
52,4,56.580173
52,5,58.804115
52,6,59.721508
52,7,60.370792
52,8,58.649998
52,9,64.8127
52,10,66.081604
52,11,57.11972
52,12,55.24127
52,13,53.705593
52,14,51.16657
52,15,50.176323
52,16,48.479397
52,17,46.867836
52,18,48.266422
52,19,44.750645
52,20,44.12689
52,21,46.018425
52,22,46.310387
52,23,47.7785
52,24,44.434044
52,25,41.394154
52,26,41.379044
52,27,41.05735
52,28,37.826748
52,29,33.63584
52,30,33.23442
52,31,33.415596
52,32,36.474007
52,33,38.502365
52,34,37.33522
52,35,37.426582
52,36,36.081936
52,37,34.717945
52,38,35.428635
52,39,37.30017
52,40,37.112473
52,41,35.50722
52,42,32.003735
52,43,29.362389
52,44,32.136593
52,45,31.62365
52,46,35.25947
52,47,33.761574
52,48,32.73885
52,49,35.0785
52,50,35.605072
52,51,43.340355
52,52,44.721405
52,53,41.282547
52,54,42.007603
52,55,43.94544
52,56,40.57443
52,57,39.67583
52,58,39.730392
52,59,41.846703
52,60,49.375046
52,61,58.822132
52,62,59.753864
52,63,57.81032
52,64,56.246456
52,65,55.676647
52,66,55.646
52,67,54.63272
52,68,54.64048
52,69,54.241646
52,70,53.63238
52,71,55.80383
52,72,54.210255
52,73,55.260235
52,74,52.603756
52,75,54.437653
52,76,53.463512
52,77,50.90265
52,78,48.002872
52,79,49.09318
52,80,50.51905
53,0,65.63773
53,1,60.224552
53,2,57.607372
53,3,55.10913
53,4,53.16644
53,5,53.899513
53,6,53.446556
53,7,53.00709
53,8,53.954296
53,9,55.821022
53,10,58.035183
53,11,55.46413
53,12,51.544308
53,13,46.229332
53,14,44.22136
53,15,45.957737
53,16,43.886116
53,17,41.762615
53,18,37.630306
53,19,40.254215
53,20,39.609623
53,21,38.80157
53,22,38.29711
53,23,39.312386
53,24,41.24061
53,25,41.85462
53,26,41.55587
53,27,41.52156
53,28,41.160984
53,29,38.358685
53,30,37.49128
53,31,37.16458
53,32,36.971317
53,33,36.80625
53,34,35.979805
53,35,29.913439
53,36,28.426062
53,37,28.31977
53,38,27.674103
53,39,29.218533
53,40,34.379448
53,41,38.119373
53,42,37.31797
53,43,38.680775
53,44,37.771465
53,45,37.261017
53,46,37.821705
53,47,36.3276
53,48,38.10532
53,49,39.077866
53,50,39.350166
53,51,44.540466
53,52,45.029846
53,53,44.668972
53,54,46.78798
53,55,45.11546
53,56,43.800457
53,57,44.11643
53,58,47.60197
53,59,48.55047
53,60,49.841
53,61,54.87369
53,62,54.016018
53,63,50.351097
53,64,50.19839
53,65,52.010445
53,66,55.100803
53,67,54.677082
53,68,54.865765
53,69,53.500458
53,70,55.80945
53,71,53.926224
53,72,53.06597
53,73,53.673183
53,74,54.42096
53,75,55.73124
53,76,55.751766
53,77,51.993862
53,78,51.428574
53,79,48.370667
53,80,44.596138
54,0,59.96885
54,1,61.313778
54,2,50.37113
54,3,56.06746
54,4,66.507126
54,5,68.14047
54,6,68.45604
54,7,63.701298
54,8,55.694637
54,9,61.925335
54,10,58.75356
54,11,56.122734
54,12,48.64657
54,13,45.338856
54,14,49.022255
54,15,49.11218
54,16,48.77629
54,17,47.550022
54,18,50.283882
54,19,50.855373
54,20,48.896984
54,21,48.899597
54,22,47.6629
54,23,42.238495
54,24,43.51563
54,25,42.358047
54,26,41.550285
54,27,36.210724
54,28,37.849533
54,29,34.56333
54,30,39.398186
54,31,32.927334
54,32,27.474
54,33,24.701925
54,34,23.665377
54,35,23.200161
54,36,28.674698
54,37,26.756624
54,38,30.949223
54,39,33.45156
54,40,38.545856
54,41,37.044857
54,42,37.360382
54,43,38.74139
54,44,38.609367
54,45,38.978134
54,46,39.610733
54,47,41.40346
54,48,41.95494
54,49,38.872753
54,50,41.954357
54,51,47.892532
54,52,45.05364
54,53,44.459793
54,54,44.17974
54,55,47.420128
54,56,49.7337
54,57,49.128136
54,58,50.372555
54,59,50.90758
54,60,53.029633
54,61,58.373333
54,62,58.04694
54,63,56.292393
54,64,52.666477
54,65,50.91811
54,66,52.072727
54,67,50.491047
54,68,51.525677
54,69,50.88727
54,70,48.48369
54,71,50.323513
54,72,51.701862
54,73,52.836666
54,74,50.245293
54,75,48.785275
54,76,48.59538
54,77,48.89107
54,78,45.456425
54,79,42.293846
54,80,42.253006
55,0,59.70715
55,1,51.143173
55,2,50.78889
55,3,52.7373
55,4,57.25273
55,5,57.396034
55,6,58.599674
55,7,59.54165
55,8,53.391
55,9,57.578033
55,10,60.986668
55,11,55.970505
55,12,48.214943
55,13,50.390896
55,14,46.84859
55,15,45.398296
55,16,47.461563
55,17,41.572884
55,18,44.40593
55,19,44.534317
55,20,46.90443
55,21,46.31169
55,22,45.958363
55,23,48.81672
55,24,50.669144
55,25,48.500607
55,26,44.096592
55,27,39.50228
55,28,31.256426
55,29,28.905455
55,30,28.49961
55,31,38.091003
55,32,30.160934
55,33,41.062805
55,34,31.847137
55,35,34.572227
55,36,34.4901
55,37,36.48379
55,38,38.51017
55,39,38.046818
55,40,39.578217
55,41,37.85632
55,42,39.929905
55,43,38.890587
55,44,37.501633
55,45,36.53838
55,46,36.488754
55,47,34.46
55,48,35.90208
55,49,38.031727
55,50,42.916153
55,51,49.67954
55,52,52.175358
55,53,48.181778
55,54,46.621464
55,55,47.900723
55,56,49.22259
55,57,48.266285
55,58,50.232635
55,59,51.352333
55,60,52.304016
55,61,57.118645
55,62,58.508266
55,63,55.843433
55,64,55.102455
55,65,52.65476
55,66,52.360977
55,67,53.324936
55,68,52.38773
55,69,50.72601
55,70,48.11651
55,71,49.02686
55,72,46.028305
55,73,46.947495
55,74,46.96395
55,75,52.721554
55,76,51.465935
55,77,48.133102
55,78,46.769135
55,79,46.558727
55,80,44.885258
56,0,49.470665
56,1,60.715687
56,2,56.904263
56,3,59.61653
56,4,56.72321
56,5,54.152218
56,6,59.376778
56,7,63.889275
56,8,59.8664
56,9,60.630978
56,10,60.567467
56,11,55.91744
56,12,50.517178
56,13,47.09841
56,14,47.373333
56,15,43.571
56,16,42.042137
56,17,40.838207
56,18,38.44648
56,19,37.26123
56,20,35.298115
56,21,35.523254
56,22,32.875088
56,23,34.284904
56,24,25.340433
56,25,33.58232
56,26,24.685143
56,27,23.269335
56,28,30.490732
56,29,33.597366
56,30,37.05943
56,31,35.271725
56,32,40.42855
56,33,39.03019
56,34,39.482666
56,35,38.106216
56,36,38.228104
56,37,38.17671
56,38,37.829334
56,39,38.776
56,40,41.968853
56,41,43.635933
56,42,42.25209
56,43,45.862946
56,44,45.296677
56,45,45.225437
56,46,44.783394
56,47,42.730984
56,48,42.14944
56,49,44.515255
56,50,43.99699
56,51,51.963795
56,52,52.279163
56,53,51.04677
56,54,51.585373
56,55,53.55936
56,56,54.729355
56,57,53.48697
56,58,53.862934
56,59,54.499573
56,60,57.009632
56,61,59.253582
56,62,57.614643
56,63,54.149784
56,64,52.66056
56,65,51.61386
56,66,51.389065
56,67,49.657482
56,68,48.98869
56,69,46.606117
56,70,46.2253
56,71,40.46567
56,72,46.427334
56,73,44.46234
56,74,46.99532
56,75,47.156746
56,76,48.786156
56,77,43.80689
56,78,44.422585
56,79,40.682858
56,80,42.37668
57,0,60.889713
57,1,52.579502
57,2,55.901478
57,3,59.082443
57,4,59.7685
57,5,56.30737
57,6,56.937046
57,7,57.647034
57,8,55.93562
57,9,61.68913
57,10,61.50575
57,11,58.59662
57,12,51.836956
57,13,46.621197
57,14,48.002045
57,15,48.053425
57,16,52.40122
57,17,48.152588
57,18,34.120716
57,19,35.317146
57,20,37.470814
57,21,39.697918
57,22,28.678082
57,23,31.135105
57,24,25.796116
57,25,23.387505
57,26,26.893707
57,27,32.47112
57,28,28.526907
57,29,32.14376
57,30,37.318287
57,31,39.74582
57,32,42.750214
57,33,48.379314
57,34,42.370804
57,35,38.99049
57,36,40.904167
57,37,40.873333
57,38,39.379208
57,39,38.203793
57,40,41.991203
57,41,43.12949
57,42,42.28599
57,43,44.35729
57,44,44.49555
57,45,45.69058
57,46,46.690094
57,47,47.067196
57,48,47.9091
57,49,47.622444
57,50,48.799236
57,51,53.713356
57,52,55.096962
57,53,51.612263
57,54,50.41149
57,55,52.797745
57,56,51.953274
57,57,52.869316
57,58,54.92767
57,59,54.790543
57,60,56.051575
57,61,61.314114
57,62,62.1138
57,63,59.85138
57,64,56.013206
57,65,54.645294
57,66,53.725956
57,67,50.412888
57,68,47.41692
57,69,44.696568
57,70,44.577
57,71,46.927505
57,72,42.94237
57,73,40.688126
57,74,44.080387
57,75,44.78241
57,76,47.600754
57,77,48.271667
57,78,46.33215
57,79,39.85938
57,80,41.577644
58,0,53.802223
58,1,48.606934
58,2,51.013416
58,3,53.15124
58,4,53.805252
58,5,56.983585
58,6,55.131348
58,7,56.484497
58,8,60.937717
58,9,59.92909
58,10,61.410934
58,11,55.245842
58,12,43.012444
58,13,40.479202
58,14,38.95116
58,15,39.12751
58,16,35.69606
58,17,39.468945
58,18,45.01398
58,19,36.320343
58,20,33.160065
58,21,39.34078
58,22,41.975582
58,23,34.592766
58,24,41.607883
58,25,40.79471
58,26,44.80135
58,27,43.046856
58,28,47.905956
58,29,48.340668
58,30,47.802444
58,31,47.42638
58,32,51.59263
58,33,50.658947
58,34,51.5224
58,35,48.967205
58,36,47.54807
58,37,46.74531
58,38,44.620514
58,39,45.6412
58,40,45.53577
58,41,42.194714
58,42,40.350933
58,43,39.570213
58,44,40.389065
58,45,40.164272
58,46,42.78945
58,47,45.10356
58,48,45.991734
58,49,45.69061
58,50,45.30999
58,51,52.051155
58,52,53.740532
58,53,52.886856
58,54,52.910263
58,55,57.281067
58,56,55.607254
58,57,53.678894
58,58,58.10859
58,59,57.020935
58,60,57.828697
58,61,62.076538
58,62,61.248734
58,63,57.971222
58,64,55.445763
58,65,54.49805
58,66,51.504505
58,67,50.892563
58,68,47.715878
58,69,45.83709
58,70,46.22663
58,71,44.588432
58,72,45.110035
58,73,45.89041
58,74,44.45375
58,75,44.785545
58,76,45.471985
58,77,43.77517
58,78,40.948143
58,79,40.26511
58,80,44.31861
59,0,51.465332
59,1,52.86988
59,2,44.72512
59,3,54.864925
59,4,53.100666
59,5,54.827557
59,6,58.31335
59,7,51.779915
59,8,44.972954
59,9,52.62969
59,10,53.716267
59,11,50.814297
59,12,47.406147
59,13,45.81089
59,14,31.366455
59,15,34.0049
59,16,39.915333
59,17,37.65173
59,18,39.254833
59,19,39.873062
59,20,43.191868
59,21,36.935204
59,22,38.585102
59,23,39.098057
59,24,39.064293
59,25,41.37447
59,26,39.735493
59,27,46.69185
59,28,47.978664
59,29,45.4739
59,30,48.00342
59,31,51.044075
59,32,50.337063
59,33,49.777134
59,34,49.76772
59,35,51.518272
59,36,50.673557
59,37,46.737225
59,38,48.682503
59,39,47.97372
59,40,54.757183
59,41,49.345528
59,42,51.079876
59,43,47.842888
59,44,49.52629
59,45,45.253708
59,46,45.72438
59,47,45.0993
59,48,46.097073
59,49,47.766994
59,50,50.83385
59,51,53.715027
59,52,53.342903
59,53,49.60927
59,54,47.55294
59,55,48.417313
59,56,47.866966
59,57,47.526962
59,58,47.740574
59,59,48.92861
59,60,49.948288
59,61,60.875877
59,62,62.24759
59,63,60.552032
59,64,56.92331
59,65,50.028744
59,66,52.6836
59,67,50.006817
59,68,50.20637
59,69,51.112915
59,70,48.922546
59,71,45.53113
59,72,49.036415
59,73,49.621258
59,74,49.294094
59,75,48.211834
59,76,49.247
59,77,47.675175
59,78,43.636326
59,79,42.426224
59,80,41.79712
60,0,57.80343
60,1,46.613434
60,2,48.607025
60,3,49.784817
60,4,49.890217
60,5,38.019913
60,6,50.397926
60,7,42.843094
60,8,46.244877
60,9,40.452812
60,10,50.69963
60,11,48.72344
60,12,40.88785
60,13,40.156975
60,14,49.121525
60,15,46.078407
60,16,51.84526
60,17,48.58072
60,18,47.388
60,19,45.473236
60,20,45.6359
60,21,44.64087
60,22,42.23187
60,23,41.906567
60,24,41.472343
60,25,43.267258
60,26,44.187195
